場站代號,場站中文名稱,場站所屬行政區,中文地址,場站總停車格數,目前可借車輛數,目前可還空位數,資料更新時間,緯度,經度,場站營運狀態,"各車種可借數量明細(一般車,電輔車)",抓取時間
500612011,YouBike2.0_牛埔仔運動公園,清水區,信義路115號(對側),15,3,12,2026-08-21 14:23:16,24.264749,120.55254,1,"3,0",2026-08-21 16:07:30.645343
500612012,YouBike2.0_清水高中,清水區,中山路/學園街口(東南側),23,16,7,2026-08-21 15:36:03,24.265751,120.574272,1,"16,0",2026-08-21 16:07:30.645343
500612013,YouBike2.0_牛罵頭停車場(中山路),清水區,中山路/鎮北街23巷口(西南側),8,7,1,2026-08-21 15:58:15,24.268155,120.575002,1,"7,0",2026-08-21 16:07:30.645343
500612014,YouBike2.0_四維港都路口,清水區,四維路二段/港都路口(北側),22,2,20,2026-08-21 15:57:03,24.268124,120.539768,1,"2,0",2026-08-21 16:07:30.645343
500612015,YouBike2.0_牛罵頭遺址,清水區,鰲海路/吳厝路口(西南側),13,1,12,2026-08-21 07:31:04,24.26796,120.58057,1,"1,0",2026-08-21 16:07:30.645343
500612016,YouBike2.0_鰲峰山公園,清水區,鰲海路100號(對側停車場),15,4,11,2026-08-21 15:26:02,24.27362,120.58488,1,"4,0",2026-08-21 16:07:30.645343
500612017,YouBike2.0_清水區公所,清水區,鎮政路/鎮政路55巷口(西側),30,7,23,2026-08-21 15:43:02,24.26848,120.55998,1,"7,0",2026-08-21 16:07:30.645343
500612018,YouBike2.0_清海國中,清水區,中央路/平等路口(西南側),15,8,7,2026-08-21 10:53:02,24.27648,120.55441,1,"8,0",2026-08-21 16:07:30.645343
500612019,YouBike2.0_甲桂林社區,清水區,忠誠路/中社路口(東南側),12,4,8,2026-08-21 06:27:03,24.274235,120.55004,1,"4,0",2026-08-21 16:07:30.645343
500612020,YouBike2.0_運五棒球場,清水區,南社路/中山路田尾巷口(東北側),12,4,7,2026-08-21 07:04:04,24.26336,120.56697,1,"4,0",2026-08-21 16:07:30.645343
500612021,YouBike2.0_海巡署中部分署,清水區,中社路900號,12,4,8,2026-08-21 14:32:04,24.27581,120.54225,1,"4,0",2026-08-21 16:07:30.645343
500612022,YouBike2.0_清水停八停車場,清水區,港都路/港都三路口(西北側),12,2,10,2026-08-21 14:28:02,24.26929,120.5363,1,"2,0",2026-08-21 16:07:30.645343
500612023,YouBike2.0_清水停二停車場,清水區,八德東路241號(對側人行道),30,5,25,2026-08-21 15:30:03,24.26788,120.53717,1,"5,0",2026-08-21 16:07:30.645343
500612024,YouBike2.0_和平新城,清水區,鎮政路27號前,28,9,19,2026-08-21 15:03:03,24.26531,120.56068,1,"9,0",2026-08-21 16:07:30.645343
500612025,YouBike2.0_中華中清路口,清水區,中華路/中清路八段口(東北側),12,3,9,2026-08-21 14:52:03,24.27032,120.5678,1,"3,0",2026-08-21 16:07:30.645343
500612026,YouBike2.0_石瀨頭公園,清水區,光明路62號(東南側),12,3,9,2026-08-21 14:42:02,24.273081,120.580028,1,"3,0",2026-08-21 16:07:30.645343
500612027,YouBike2.0_大楊油庫休憩公園,清水區,鰲海路/海風二街(西南側),10,4,6,2026-08-20 21:45:16,24.295837,120.611673,1,"4,0",2026-08-21 16:07:30.645343
500612028,YouBike2.0_航線休憩驛站,清水區,神清路59號之3前,9,4,5,2026-08-19 20:54:04,24.273993,120.630303,1,"4,0",2026-08-21 16:07:30.645343
500612029,YouBike2.0_吳厝國小,清水區,吳厝路35號,10,5,5,2026-08-21 14:07:02,24.267409,120.602975,1,"5,0",2026-08-21 16:07:30.645343
500612030,YouBike2.0_中山中興街口,清水區,中山路345號前,14,1,13,2026-08-21 16:05:02,24.271872,120.576446,1,"1,0",2026-08-21 16:07:30.645343
500612031,YouBike2.0_聖王宮,清水區,和睦路二段/和睦路二段26巷8弄口(西側),10,6,4,2026-08-21 07:38:02,24.29228,120.632397,1,"5,1",2026-08-21 16:07:30.645343
500612032,YouBike2.0_西寧國小(五權東路),清水區,五權東路/中華路584巷口(東側),13,4,9,2026-08-21 15:22:04,24.275535,120.574531,1,"4,0",2026-08-21 16:07:30.645343
500612033,YouBike2.0_橋頭社區活動中心,清水區,橋江南街68號(西側),13,2,11,2026-08-21 15:41:03,24.279202,120.571783,1,"2,0",2026-08-21 16:07:30.645343
500612034,YouBike2.0_五權路民享路口,清水區,五權路/民享路口(西南側),20,4,16,2026-08-21 15:55:04,24.27669,120.56817,1,"4,0",2026-08-21 16:07:30.645343
500612035,YouBike2.0_漁港海濱路口,清水區,漁港路117號(對側),11,4,7,2026-08-21 11:40:04,24.28701,120.54383,1,"4,0",2026-08-21 16:07:30.645343
500612036,YouBike2.0_漁港文興路口,清水區,漁港路/文興路口(東南側),10,4,6,2026-08-21 10:19:03,24.28829,120.54191,1,"4,0",2026-08-21 16:07:30.645343
500612037,YouBike2.0_五權南平等路口,清水區,五權南路/平等路口(西北側),10,4,6,2026-08-21 16:01:03,24.27454,120.55886,1,"4,0",2026-08-21 16:07:30.645343
500612038,YouBike2.0_五權五權南路口,清水區,五權路269號旁,15,4,11,2026-08-21 16:04:03,24.27722,120.56022,1,"4,0",2026-08-21 16:07:30.645343
500612039,YouBike2.0_牛埔仔運動公園(民權一街),清水區,民權一街178-17號(西北側),15,5,10,2026-08-21 14:22:04,24.26456,120.553838,1,"5,0",2026-08-21 16:07:30.645343
500612040,YouBike2.0_中山星河路口,清水區,中山路2-2號(北側),20,1,19,2026-08-21 14:58:02,24.2598,120.571395,1,"1,0",2026-08-21 16:07:30.645343
500612041,YouBike2.0_中華南華路口,清水區,中華路二段/南華路口(東南側),12,7,5,2026-08-21 07:03:02,24.267257,120.566341,1,"7,0",2026-08-21 16:07:30.645343
500612042,YouBike2.0_中華民族路口,清水區,中華路151-1號(東南側),12,6,6,2026-08-21 12:49:03,24.264166,120.56294,1,"6,0",2026-08-21 16:07:30.645343
500612043,YouBike2.0_中山中正街口,清水區,中山路79號(東北側),19,4,11,2026-08-21 16:03:03,24.262297,120.572531,1,"4,0",2026-08-21 16:07:30.645343
500612044,YouBike2.0_臺中市立圖書館清水分館,清水區,鎮政路50號(北側),12,6,6,2026-08-21 15:47:04,24.266712,120.561329,1,"6,0",2026-08-21 16:07:30.645343
500612045,YouBike2.0_甲南中山路口(西南側),清水區,甲南路/中山路口(西南側),15,6,9,2026-08-21 13:42:02,24.30466,120.60101,1,"6,0",2026-08-21 16:07:30.645343
500612047,YouBike2.0_仁愛民和路二段口,清水區,民和路二段222號(西南側),15,4,11,2026-08-21 15:55:04,24.260769,120.554265,1,"4,0",2026-08-21 16:07:30.645343
500612048,YouBike2.0_仁愛信義路口,清水區,信義路3號(東南側),15,6,9,2026-08-21 13:52:03,24.261709,120.551153,1,"6,0",2026-08-21 16:07:30.645343
500612049,YouBike2.0_中央鎮平路口,清水區,中央路118號(東南側),15,9,6,2026-08-21 15:57:03,24.291249,120.565047,1,"8,1",2026-08-21 16:07:30.645343
500612050,YouBike2.0_建國國小,清水區,建國路10號(東南側),13,6,6,2026-08-21 11:18:03,24.270029,120.563349,1,"6,0",2026-08-21 16:07:30.645343
500612051,YouBike2.0_槺榔社區活動中心,清水區,仁愛路223號(對側),10,3,7,2026-08-21 14:37:02,24.26315,120.54637,1,"3,0",2026-08-21 16:07:30.645343
500612052,YouBike2.0_清水民族民和路口,清水區,民族路二段/民和路二段口(西南側),15,3,12,2026-08-21 14:17:03,24.265425,120.555876,1,"3,0",2026-08-21 16:07:30.645343
500612053,YouBike2.0_橋江北街鎮平路口,清水區,橋江北街二段20號(西北側),10,3,7,2026-08-21 12:25:04,24.29185,120.554667,1,"3,0",2026-08-21 16:07:30.645343
500612055,YouBike2.0_清水車站(後站停車場),清水區,南社路/南新路口(東南側),25,8,17,2026-08-21 15:59:03,24.263967,120.568188,1,"8,0",2026-08-21 16:07:30.645343
500612056,YouBike2.0_中清路橋下籃球場,清水區,中清路八段720號(東側),15,11,4,2026-08-21 15:59:03,24.265886,120.571529,1,"11,0",2026-08-21 16:07:30.645343
500612058,YouBike2.0_清水停三停車場,清水區,港埠路三段209號(南側),20,7,13,2026-08-21 13:43:03,24.26672,120.54323,1,"7,0",2026-08-21 16:07:30.645343
500612059,YouBike2.0_臨港三順路口,清水區,臨港路六段/三順路口(北側),15,7,8,2026-08-20 21:43:03,24.295111,120.555292,1,"7,0",2026-08-21 16:07:30.645343
500612060,YouBike2.0_民安鰲峰路口,清水區,民安路368號對側,15,6,9,2026-08-21 15:49:02,24.26499,120.54941,1,"6,0",2026-08-21 16:07:30.645343
500612061,YouBike2.0_海風里活動中心,清水區,海風二街326巷26號,15,5,10,2026-08-18 20:43:02,24.29552,120.61534,1,"5,0",2026-08-21 16:07:30.645343
500612062,YouBike2.0_大楊國小,清水區,鰲海路325號,15,5,9,2026-08-20 21:48:02,24.29275,120.61049,1,"5,0",2026-08-21 16:07:30.645343
500612063,YouBike2.0_四維東大勇路口,清水區,四維東路472號,17,4,13,2026-08-21 15:40:03,24.26556,120.54094,1,"4,0",2026-08-21 16:07:30.645343
500612065,YouBike2.0_溪底(三美路),清水區,三美路147-2號對側,10,5,5,2026-08-21 13:58:04,24.29902,120.57789,1,"5,0",2026-08-21 16:07:30.645343
500612066,YouBike2.0_三美三田路口,清水區,三美路31-5號對側,15,6,9,2026-08-21 15:30:03,24.29075,120.57477,1,"6,0",2026-08-21 16:07:30.645343
500612067,YouBike2.0_高美中央北路口,清水區,三美路302-6號旁,15,6,9,2026-08-21 15:34:03,24.29065,120.57141,1,"6,0",2026-08-21 16:07:30.645343
500612068,YouBike2.0_大街中航路口,清水區,大街路/中航路三段口,15,2,13,2026-08-21 11:04:02,24.2644,120.57594,1,"2,0",2026-08-21 16:07:30.645343
500612069,YouBike2.0_大秀國小,清水區,中央路67-6號對側,20,2,18,2026-08-21 16:01:03,24.27966,120.55605,1,"2,0",2026-08-21 16:07:30.645343
500612070,YouBike2.0_臺中海洋生態館,清水區,北堤路50號(東南側),20,3,17,2026-08-21 16:05:03,24.295923,120.520487,1,"2,1",2026-08-21 16:07:30.645343
500612071,YouBike2.0_中社里步道,清水區,中社路97之62號(西南側),18,3,15,2026-08-21 10:30:04,24.273149,120.546922,1,"3,0",2026-08-21 16:07:30.645343
500612072,YouBike2.0_槺海公園,清水區,八德路三段300號(西南側),18,4,14,2026-08-21 15:51:02,24.27532,120.537711,1,"4,0",2026-08-21 16:07:30.645343
500612073,YouBike2.0_清水納骨塔服務中心,清水區,頂湳路101號對側,15,4,11,2026-08-21 08:47:02,24.30233,120.60036,1,"4,0",2026-08-21 16:07:30.645343
500612074,YouBike2.0_新興中山路口,清水區,新興路/中山路口(東側),18,2,16,2026-08-21 14:54:03,24.27369,120.57773,1,"2,0",2026-08-21 16:07:30.645343
500612075,YouBike2.0_高美社區公車站,清水區,高美路530號(西北側),12,5,7,2026-08-21 09:27:03,24.308405,120.562726,1,"5,0",2026-08-21 16:07:30.645343
500612077,YouBike2.0_高北加壓站園區,清水區,護岸路121號對側,15,4,11,2026-08-19 16:21:03,24.32401,120.56327,1,"4,0",2026-08-21 16:07:30.645343
500612078,YouBike2.0_中山路福圳街口,清水區,中山路/福圳街口(西南側),18,3,15,2026-08-21 16:03:03,24.27645,120.57780,1,"3,0",2026-08-21 16:07:30.645343
500612079,YouBike2.0_清水區親子公園,清水區,鰲峰路/鰲峰路141巷(東南側),15,5,10,2026-08-21 09:04:02,24.26816,120.57032,1,"5,0",2026-08-21 16:07:30.645343
500612080,YouBike2.0_忠孝路140巷口,清水區,忠孝路/忠孝路140巷口(東北側),15,0,15,2026-08-21 15:58:15,24.26211,120.55892,1,"0,0",2026-08-21 16:07:30.645343
500612081,YouBike2.0_清水國民暨兒童運動中心,清水區,鎮政路/中央路口(西北側),25,2,23,2026-08-21 15:43:02,24.27133,120.55011,1,"2,0",2026-08-21 16:07:30.645343
500612082,YouBike2.0_中央北三田路口,清水區,中央北路10之19號(西南側),13,3,10,2026-08-21 15:57:03,24.29227,120.5746,1,"3,0",2026-08-21 16:07:30.645343
500612084,YouBike2.0_菁埔庄公車站,清水區,中山路/中央北路口(西南側),15,4,11,2026-08-21 15:51:02,24.29609,120.59080,1,"4,0",2026-08-21 16:07:30.645343
500612085,YouBike2.0_和築鯨天下,清水區,民族路三段57號,21,2,19,2026-08-21 14:17:03,24.26876,120.54197,1,"2,0",2026-08-21 16:07:30.645343
500612087,YouBike2.0_鰲新路111巷口,清水區,鰲新路112號,17,4,13,2026-08-21 16:06:04,24.26736,120.55475,1,"3,1",2026-08-21 16:07:30.645343
500612089,YouBike2.0_民族大勇北路口,清水區,民族路三段/大勇北路口(西北側),18,3,15,2026-08-21 14:23:03,24.27193,120.53410,1,"3,0",2026-08-21 16:07:30.645343
500612090,YouBike2.0_清泉國中,清水區,臨海路27之2號(東側),20,7,13,2026-08-21 16:05:03,24.30547,120.59404,1,"7,0",2026-08-21 16:07:30.645343
500612094,YouBike2.0_橋江南街225巷口,清水區,橋江南街225巷口(光明橋旁),18,1,17,2026-08-21 13:13:16,24.28194,120.56500,1,"1,0",2026-08-21 16:07:30.645343
500612095,YouBike2.0_首園公車站,清水區,中社路/鰲峰路380巷口(西北側),18,5,13,2026-08-21 13:35:04,24.27285,120.55458,1,"5,0",2026-08-21 16:07:30.645343
500612096,YouBike2.0_三順路美堤街口,清水區,三順路/美堤街口(東南側),20,2,18,2026-08-21 11:53:03,24.29951,120.54676,1,"2,0",2026-08-21 16:07:30.645343
500612097,YouBike2.0_民族鎮政路口,清水區,民族路二段/鎮政路口(東側),18,6,12,2026-08-21 10:53:02,24.26751,120.54626,1,"6,0",2026-08-21 16:07:30.645343
500612098,YouBike2.0_大街路清水街口,清水區,大街路/清水街口,22,1,21,2026-08-21 16:06:04,24.26850,120.57817,1,"1,0",2026-08-21 16:07:30.645343
500613001,YouBike2.0_北勢國小,沙鹿區,過洋路/過洋路口(東南側),15,0,15,2026-08-21 16:03:19,24.217451,120.57138,1,"0,0",2026-08-21 16:07:30.645343
500613002,YouBike2.0_六福公園,沙鹿區,北勢東路/北勢東路265巷口(西北側),18,8,10,2026-08-21 15:58:02,24.215764,120.579808,1,"8,0",2026-08-21 16:07:30.645343
500613003,YouBike2.0_臺灣大道晉武路口,沙鹿區,臺灣大道七段/晉武路口(西北側),14,0,0,2026-07-12 00:01:03,24.221645,120.579195,0,"0,0",2026-08-21 16:07:30.645343
500613004,YouBike2.0_靜宜大學,沙鹿區,臺灣大道七段200號(南側人行道),28,16,12,2026-08-21 16:04:03,24.225434,120.577231,1,"15,1",2026-08-21 16:07:30.645343
500613005,YouBike2.0_沙鹿車站(中正街東側出口),沙鹿區,中正街94號(東側),20,2,18,2026-08-21 15:59:03,24.23686,120.55765,1,"2,0",2026-08-21 16:07:30.645343
500613006,YouBike2.0_鎮南沙田路口,沙鹿區,鎮南路二段/沙田路口(東北側),15,1,14,2026-08-21 14:57:02,24.23467,120.559418,1,"1,0",2026-08-21 16:07:30.645343
500613007,YouBike2.0_鹿鳴公園(賢義街),沙鹿區,賢義街/光華路口(東南側),25,5,20,2026-08-21 15:26:02,24.243432,120.566751,1,"5,0",2026-08-21 16:07:30.645343
500613008,YouBike2.0_鹿鳴公園(賢正街),沙鹿區,賢正街/賢正街口(西北側),25,6,19,2026-08-21 15:37:03,24.242816,120.568445,1,"6,0",2026-08-21 16:07:30.645343
500613009,YouBike2.0_鹿寮成衣商圈(中山路),沙鹿區,中山路/錦華街口(東北側),13,1,12,2026-08-21 15:52:04,24.249281,120.565039,1,"0,1",2026-08-21 16:07:30.645343
500613010,YouBike2.0_沙鹿區兒童公園,沙鹿區,北勢東路/北勢二街口(西南側),10,2,8,2026-08-21 15:49:02,24.229714,120.569901,1,"2,0",2026-08-21 16:07:30.645343
500613011,YouBike2.0_臺灣大道正英路口,沙鹿區,臺灣大道六段/正英路口(西北側),16,0,16,2026-08-21 16:06:19,24.210069,120.58112,1,"0,0",2026-08-21 16:07:30.645343
500613012,YouBike2.0_沙鹿車站(新站路西側出口),沙鹿區,新站三路/新站路口(西北側),39,12,27,2026-08-21 16:02:02,24.23752,120.55638,1,"12,0",2026-08-21 16:07:30.645343
500613013,YouBike2.0_沙鹿高工,沙鹿區,台灣大道七段/光華路口(東南側),28,11,17,2026-08-21 16:02:02,24.23888,120.56583,1,"11,0",2026-08-21 16:07:30.645343
500613014,YouBike2.0_沙鹿區公所,沙鹿區,鎮政路/鎮南路二段口(東北側),22,0,0,2026-07-22 01:34:02,24.23392,120.56586,0,"0,0",2026-08-21 16:07:30.645343
500613015,YouBike2.0_光大公園,沙鹿區,光大路/光華路口(東北側),30,12,18,2026-08-21 15:57:03,24.24384,120.56529,1,"12,0",2026-08-21 16:07:30.645343
500613016,YouBike2.0_中山光華路口,沙鹿區,中山路/光華路口(西北側),38,3,35,2026-08-21 15:52:04,24.23736,120.56425,1,"3,0",2026-08-21 16:07:30.645343
500613017,YouBike2.0_中山路四平街口,沙鹿區,中山路/四平街口(西南側),22,8,14,2026-08-21 16:05:02,24.23781,120.56093,1,"8,0",2026-08-21 16:07:30.645343
500613018,YouBike2.0_三鹿社區活動中心,沙鹿區,自強路/自強路291巷口(西北側),10,1,9,2026-08-21 16:03:03,24.201468,120.567989,1,"1,0",2026-08-21 16:07:30.645343
500613019,YouBike2.0_沙鹿區青年公園,沙鹿區,東晉路/東晉路六福巷口(東南側),13,4,9,2026-08-21 16:05:02,24.222319,120.573356,1,"4,0",2026-08-21 16:07:30.645343
500613020,YouBike2.0_弘光科技大學,沙鹿區,臺灣大道六段1018號(北側人行道),24,13,11,2026-08-21 15:45:03,24.217922,120.58057,1,"13,0",2026-08-21 16:07:30.645343
500613021,YouBike2.0_青山公園,沙鹿區,福至路/鎮南路二段口(西南側),20,2,18,2026-08-21 15:49:02,24.226272,120.567651,1,"2,0",2026-08-21 16:07:30.645343
500613022,YouBike2.0_臺中港區運動公園,沙鹿區,自強路301號(東側),15,2,13,2026-08-21 14:59:03,24.204026,120.564745,1,"2,0",2026-08-21 16:07:30.645343
500613023,YouBike2.0_沙鹿區勞工服務中心,沙鹿區,沙鹿區中山路658號前,15,0,15,2026-07-12 00:01:03,24.257691,120.570205,0,"0,0",2026-08-21 16:07:30.645343
500613024,YouBike2.0_三民七賢南路口,沙鹿區,三民路/七賢南路口(西南側),21,5,16,2026-08-21 12:13:02,24.241513,120.570703,1,"5,0",2026-08-21 16:07:30.645343
500613025,YouBike2.0_臺灣大道北勢東路658巷口,沙鹿區,臺灣大道七段/北勢東路658巷口(東南側),16,6,10,2026-08-21 15:52:04,24.23036,120.57357,1,"6,0",2026-08-21 16:07:30.645343
500613026,YouBike2.0_南勢溪公園,沙鹿區,南斗路/自由路口(南側),12,3,9,2026-08-21 15:30:03,24.216695,120.562927,1,"3,0",2026-08-21 16:07:30.645343
500613027,YouBike2.0_臺中市立圖書館沙鹿深波分館,沙鹿區,鎮南路二段500號(西南側機車停車棚),15,7,8,2026-08-21 15:50:04,24.233541,120.563636,1,"7,0",2026-08-21 16:07:30.645343
500613028,YouBike2.0_臺灣大道臺灣大道六段926巷口,沙鹿區,臺灣大道六段/臺灣大道六段926巷口(西南側),19,3,16,2026-08-21 06:45:03,24.214325,120.580575,1,"3,0",2026-08-21 16:07:30.645343
500613029,YouBike2.0_沙鹿區公館公園,沙鹿區,中清路六段161號(東南側),15,8,7,2026-08-21 15:48:03,24.24525,120.61105,1,"8,0",2026-08-21 16:07:30.645343
500613030,YouBike2.0_鹿峰公園,沙鹿區,星河路604號(對側),15,2,13,2026-08-21 06:01:02,24.25923,120.57417,1,"2,0",2026-08-21 16:07:30.645343
500613031,YouBike2.0_鹿峰國小(星河路),沙鹿區,星河路255號(對側),12,0,12,2026-07-12 00:01:03,24.25616,120.5713,0,"0,0",2026-08-21 16:07:30.645343
500613032,YouBike2.0_臺中市立公明國民中學,沙鹿區,中清路六段567號,20,7,12,2026-08-21 15:46:03,24.24971,120.59866,1,"7,0",2026-08-21 16:07:30.645343
500613033,YouBike2.0_向上路七段太平路口(西南側),沙鹿區,太平路112號(西北側),15,5,10,2026-08-21 14:21:03,24.217419,120.547859,1,"5,0",2026-08-21 16:07:30.645343
500613034,YouBike2.0_清泉社區活動中心,沙鹿區,東大路二段1577號(南側),14,5,9,2026-08-21 14:20:05,24.241504,120.614668,1,"5,0",2026-08-21 16:07:30.645343
500613035,YouBike2.0_明秀公園,沙鹿區,正順路/正義路107巷口(東南側),27,4,23,2026-08-21 16:00:03,24.204865,120.572616,1,"4,0",2026-08-21 16:07:30.645343
500613036,YouBike2.0_斗抵社區活動中心,沙鹿區,斗潭路/斗潭路195巷口(西南側),26,2,24,2026-08-21 16:04:03,24.22542,120.55431,1,"2,0",2026-08-21 16:07:30.645343
500613037,YouBike2.0_沙田天仁街口,沙鹿區,沙田路/天仁街口(東北側),15,2,13,2026-08-21 15:41:03,24.22298,120.55704,1,"2,0",2026-08-21 16:07:30.645343
500613038,YouBike2.0_公明國小,沙鹿區,忠貞路213號,10,6,4,2026-08-21 12:24:02,24.24367,120.60837,1,"6,0",2026-08-21 16:07:30.645343
500613039,YouBike2.0_南斗宮,沙鹿區,南陽路三角巷3-1號,14,2,12,2026-08-21 13:42:02,24.21741,120.56791,1,"2,0",2026-08-21 16:07:30.645343
500613040,YouBike2.0_南勢溪口,沙鹿區,南昌路/南斗路(西南側),15,2,13,2026-08-21 15:55:04,24.2154,120.55836,1,"2,0",2026-08-21 16:07:30.645343
500613041,YouBike2.0_中山路紅竹巷口,沙鹿區,中山路/中山路紅竹巷口(西側),15,1,14,2026-08-21 16:05:17,24.23784,120.57052,1,"1,0",2026-08-21 16:07:30.645343
500613042,YouBike2.0_沙田路永和巷口,沙鹿區,沙田路永和巷5號(南側),12,4,8,2026-08-21 15:23:03,24.229117,120.55792,1,"4,0",2026-08-21 16:07:30.645343
500613043,YouBike2.0_舞衫生態公園(自強路),沙鹿區,自強路1028號(西北側),15,3,12,2026-08-21 14:01:03,24.2101,120.5559,1,"3,0",2026-08-21 16:07:30.645343
500613044,YouBike2.0_翔園(中清路六段451巷),沙鹿區,中清路六段451巷/忠貞路20巷(西北側),15,6,9,2026-08-21 14:44:03,24.246797,120.602783,1,"6,0",2026-08-21 16:07:30.645343
500613045,YouBike2.0_斗潭斗潭路393巷口(東北側),沙鹿區,斗潭路402號旁,15,7,8,2026-08-21 15:38:02,24.2308,120.55689,1,"7,0",2026-08-21 16:07:30.645343
500613046,YouBike2.0_興安興安路80巷口,沙鹿區,興安路/興安路80巷口(東南側),15,7,8,2026-08-21 15:39:04,24.22919,120.55081,1,"7,0",2026-08-21 16:07:30.645343
500613047,YouBike2.0_沙鹿運十九棒球場,沙鹿區,保順一街/保成八街口(東北側),15,6,9,2026-08-21 15:50:04,24.208649,120.563949,1,"6,0",2026-08-21 16:07:30.645343
500613048,YouBike2.0_大智路中山路田尾巷366弄口,沙鹿區,大智路一段/中山路田尾巷366弄口(北側),15,4,11,2026-08-21 15:40:03,24.2499,120.55869,1,"4,0",2026-08-21 16:07:30.645343
500613049,YouBike2.0_晉宜公園,沙鹿區,晉文路149巷/晉文路口,20,11,9,2026-08-21 15:11:03,24.22378,120.58084,1,"11,0",2026-08-21 16:07:30.645343
500613051,YouBike2.0_公館國小,沙鹿區,中航路二段40號前,16,4,12,2026-08-21 09:28:02,24.26094,120.59520,1,"4,0",2026-08-21 16:07:30.645343
500613052,YouBike2.0_鹿峰國小(中山路),沙鹿區,中山路/星河路口(東北側),17,4,13,2026-08-21 14:34:03,24.25605,120.56932,1,"4,0",2026-08-21 16:07:30.645343
500613053,YouBike2.0_都發局(沙鹿檔案大樓),沙鹿區,中山路/中山路580巷口,13,1,12,2026-08-21 14:22:21,24.25287,120.56721,1,"1,0",2026-08-21 16:07:30.645343
500613054,YouBike2.0_保成路120巷保成路口,沙鹿區,保成路120巷/保成路口(北側),18,4,14,2026-08-21 15:42:04,24.21217,120.56651,1,"4,0",2026-08-21 16:07:30.645343
500613055,YouBike2.0_向上屏西路口,沙鹿區,向上路七段29號前,20,5,15,2026-08-21 10:27:04,24.20429,120.56615,1,"5,0",2026-08-21 16:07:30.645343
500613056,YouBike2.0_光正街中山路口,沙鹿區,光正街/中山路口(東南側),20,12,8,2026-08-21 16:06:04,24.24431,120.56227,1,"12,0",2026-08-21 16:07:30.645343
500613057,YouBike2.0_正英屏西路口,沙鹿區,正英路/屏西路口(東南側),18,6,12,2026-08-21 16:01:03,24.21172,120.57055,1,"6,0",2026-08-21 16:07:30.645343
500613058,YouBike2.0_屏西正德路口,沙鹿區,屏西路106號旁,18,5,13,2026-08-21 16:03:03,24.20761,120.56831,1,"5,0",2026-08-21 16:07:30.645343
500613059,YouBike2.0_向上保寧路口,沙鹿區,向上路七段110號前,22,5,17,2026-08-21 10:01:03,24.20595,120.56477,1,"5,0",2026-08-21 16:07:30.645343
500613060,YouBike2.0_和睦中航路口,沙鹿區,和睦路三段/中航路一段口,16,8,8,2026-08-21 14:33:05,24.25853,120.60177,1,"8,0",2026-08-21 16:07:30.645343
500613061,YouBike2.0_中山路669巷口,沙鹿區,中山路669巷/星海路口,20,2,18,2026-08-21 15:20:04,24.25757,120.56794,1,"2,0",2026-08-21 16:07:30.645343
500613062,YouBike2.0_臺灣大道中山路口,沙鹿區,中山路407號前,26,12,14,2026-08-21 15:18:02,24.24133,120.56056,1,"11,1",2026-08-21 16:07:30.645343
500613063,YouBike2.0_舞衫生態公園,沙鹿區,三鹿街/寶格街口,15,4,10,2026-08-21 15:54:03,24.20890,120.55552,1,"4,0",2026-08-21 16:07:30.645343
500614001,YouBike2.0_大甲鎮瀾宮,大甲區,鎮瀾街105號(對側停車場),47,3,44,2026-08-21 16:04:03,24.344629,120.623701,1,"3,0",2026-08-21 16:07:30.645343
500614002,YouBike2.0_大甲區壘球場,大甲區,錦上街/雁門路口(東南側),24,11,13,2026-08-21 16:06:03,24.35431,120.62603,1,"11,0",2026-08-21 16:07:30.645343
500614003,YouBike2.0_大甲區公所,大甲區,新政路/三民路口(東南側),22,10,12,2026-08-21 16:04:03,24.34981,120.62264,1,"10,0",2026-08-21 16:07:30.645343
500614004,YouBike2.0_大甲車站,大甲區,中山路一段/蔣公路口(東南側),65,20,45,2026-08-21 16:03:03,24.34418,120.62688,1,"20,0",2026-08-21 16:07:30.645343
500614005,YouBike2.0_大甲體育場,大甲區,大安港路/大安港路53巷口(西北側),26,19,7,2026-08-21 15:58:02,24.35038,120.61575,1,"19,0",2026-08-21 16:07:30.645343
500614006,YouBike2.0_大甲高中,大甲區,水源路/中山路一段口(西南側),30,5,25,2026-08-21 16:06:03,24.34222,120.62265,1,"5,0",2026-08-21 16:07:30.645343
500614007,YouBike2.0_長青活動中心,大甲區,水源路/甲東路口(東北側),30,9,21,2026-08-21 16:06:03,24.34069,120.62702,1,"9,0",2026-08-21 16:07:30.645343
500614008,YouBike2.0_文昌國小,大甲區,育德路/民生路口(西南側),24,10,14,2026-08-21 16:05:02,24.34761,120.6242,1,"10,0",2026-08-21 16:07:30.645343
500614009,YouBike2.0_順天國小,大甲區,經國路/新美街口(東北側),16,2,14,2026-08-21 13:14:03,24.34415,120.61746,1,"2,0",2026-08-21 16:07:30.645343
500614010,YouBike2.0_大甲高工,大甲區,開元路71號(西南側),56,1,55,2026-08-21 16:05:02,24.34661,120.63969,1,"1,0",2026-08-21 16:07:30.645343
500614011,YouBike2.0_日南車站,大甲區,中山路二段140巷口/中山路二段口(東南側),22,11,11,2026-08-21 15:39:04,24.3781,120.65396,1,"6,5",2026-08-21 16:07:30.645343
